64	Studied humanities, a high school diploma. 4 years of hands-on work as a Kitchen Assistant. Strongest areas are Physical Strength, Auditory Attention, Reaction Time and Speed and Visual Acuity.
65	Educational background: an associate degree in engineering. 4 years of hands-on work as a Metalworking Machine Operator. Strongest areas are Troubleshooting and Control Precision. Certified with a Craftsman certificate.
66	Building Construction Engineer and Estimator. Experienced practitioner, 6 years in role. Day-to-day work draws on Judgment and Decision Making, Management of Material Resources and Technology Analysis. A bachelor's degree in engineering. Currently working in Incheon.
67	Glass Products Machine Operator. Early-career practitioner, 1 year in role. Strongest areas are Mechanical, Equipment Maintenance and Engineering and Technology. Educational background: a high school diploma in natural sciences.
68	Experienced Certified Public Accountant with 6 years of experience. Core competencies: Reading Comprehension and Deductive Reasoning. A bachelor's degree in social sciences.
69	I have spent 2 years working as a Metalworking Machine Operator. Strongest areas are Finger Dexterity, Installation, Operation and Control and Flexibility and Balance. Holds a high school diploma in engineering. Based in Incheon.
70	I have spent 6 years working as a Rice Cake Maker. Core competencies: Finger Dexterity and Equipment Maintenance. A high school diploma in social sciences. Also holds a Craftsman certificate. Based in Gyeonggi.
71	Robot Installation and Maintenance Technician based in Seoul, 2 years in the field. Comfortable with Control Precision and Equipment Selection. Holds a high school diploma in engineering.
72	A high school diploma in humanities. Taxi Driver. Experienced practitioner, 7 years in role. Most of the role rests on Time Management, Auditory Attention, Visual Acuity and Control Precision. Located in South Chungcheong and open to nearby roles.
73	Studied engineering, a high school diploma. 3 years of hands-on work as a Industrial Painting Machine Operator. Most of the role rests on Control Precision, Equipment Selection and Finger Dexterity. Certified with a Professional Engineer licence.
74	Human Resources Specialist based in Gyeonggi, 3 years in the field. Day-to-day work draws on Monitoring and Coordination. Holds a bachelor's degree in social sciences. A national professional licence on record.
75	Early-career Data Analyst with 3 years of experience. Strongest areas are Reading Comprehension, Deductive Reasoning and Number Facility. Holds a doctoral degree in engineering.
76	Experienced Medical Coordinator with 10 years of experience. Day-to-day work draws on Negotiation, Speaking, Customer and Personal Service and Social Perceptiveness. Educational background: an associate degree in natural sciences. A national professional licence on record. Currently working in Gyeonggi.
77	Working as a Product Designer for 4 years. Day-to-day work draws on Production and Processing and Fine Arts. An associate degree in arts and physical education. Currently working in Gwangju.
78	Working as a Building Painter for 5 years. Strongest areas are Building and Construction, Design, Physical Strength and Public Safety and Security. Holds an associate degree in humanities. Located in Gyeonggi and open to nearby roles.
79	Early-career Care Worker and Nursing Assistant with 2 years of experience. Day-to-day work draws on Physical Strength, Psychology, Flexibility and Balance and Medicine and Dentistry. Holds an associate degree in humanities. Also holds a national professional licence. Located in Incheon and open to nearby roles.
80	Holds an associate degree in engineering. Early-career Ore and Stone Products Machine Operator with 1 year of experience. Comfortable with Mechanical, Installation and Visual Acuity. Currently working in Seoul.
81	Working as a Banking Clerk for 9 years. Strongest areas are Negotiation, Writing and Systems Analysis and Evaluation. Holds a bachelor's degree in social sciences. Also holds an accredited professional certification. Currently working in Daegu.
82	1 year of hands-on work as a Light Steel Frame Installer. Day-to-day work draws on Installation, Physical Strength and Flexibility and Balance. Holds a high school diploma in humanities. Located in Daejeon and open to nearby roles.
83	Working as a Game Programmer for 5 years. Core competencies: Computers and Electronics, Programming, Category Flexibility and Selective Attention. A master's degree in engineering. A relevant national certificate on record.
84	4 years of hands-on work as a Power Plant Engineer. Most of the role rests on Troubleshooting and Operation Monitoring. Holds a bachelor's degree in engineering. Also holds an Industrial Engineer certificate.
85	Senior Ship Deckhand with 13 years of experience. Comfortable with Geography, Flexibility and Balance, Mechanical and Control Precision. A high school diploma in engineering. Based in Busan.
86	Landscape Gardener based in Gyeonggi, 5 years in the field. Most of the role rests on Spatial Orientation and Physical Strength. A high school diploma in engineering.
87	Working as a Kitchen Assistant for 5 years. Strongest areas are Auditory Attention, Physical Strength, Finger Dexterity and Visual Acuity. Holds a high school diploma in humanities. Currently working in Busan.
88	Certified Public Accountant. Mid-level practitioner, 3 years in role. Day-to-day work draws on Management of Financial Resources, Active Listening and Complex Problem Solving. A bachelor's degree in social sciences.
89	Holds a bachelor's degree in social sciences. Working as a Public Security Officer for 4 years. Most of the role rests on Coordination and Flexibility and Balance. A national professional licence on record. Currently working in Gyeonggi.
90	Holds a bachelor's degree in humanities. I have spent under a year working as a Management Consultant. Core competencies: Service Orientation, Selective Attention, Persuasion and Administration and Management.
91	I have spent 1 year working as a Chemical Processing Plant Operator. Day-to-day work draws on Equipment Maintenance, Production and Processing and Troubleshooting. Holds a high school diploma in engineering. An industrial engineer certificate on record. Located in Daegu and open to nearby roles.
92	A high school diploma in humanities. Ship Deckhand based in Gyeonggi, 4 years in the field. Comfortable with Physical Strength and Mechanical.
93	Studied engineering, a bachelor's degree. Telecommunications Equipment Engineer based in Gyeonggi, 4 years in the field. Comfortable with Technology Analysis, Telecommunications and Installation. An accredited professional certification on record.
94	I have spent 7 years working as a General Administrative Officer. Comfortable with Writing, Category Flexibility, Native Language and Law and Government. Studied engineering, a bachelor's degree. Certified with an accredited professional certification.
95	Mobile Application Developer. Mid-level practitioner, 6 years in role. Most of the role rests on Reading Comprehension, Deductive Reasoning and Technology Analysis. Studied engineering, a bachelor's degree. Located in Ulsan and open to nearby roles.
96	Landscape Gardener. Experienced practitioner, 6 years in role. Colleagues point to Spatial Orientation, Building and Construction, Physical Strength and Physics as my strengths. Studied engineering, a high school diploma.
97	Working as a Magazine Reporter for 7 years. Colleagues point to Fine Arts, Writing and Reading Comprehension as my strengths. A bachelor's degree in social sciences. Currently working in Seoul.
98	Holds an associate degree in engineering. 13 years of hands-on work as a Heating and Cooling Plant Operator. Day-to-day work draws on Building and Construction, Technology Analysis and Management of Material Resources. Currently working in Gangwon.
99	Working as a Cleaner for 25 years. Day-to-day work draws on Physical Strength, Customer and Personal Service and Building and Construction. Holds a high school diploma in humanities. Currently working in Daegu.
100	Flight Attendant. Mid-level practitioner, 4 years in role. Most of the role rests on Customer and Personal Service, Visual Acuity, Flexibility and Balance and Transportation. Studied social sciences, a bachelor's degree. Located in Seoul and open to nearby roles.
101	I have spent 5 years working as a Securities and FX Dealer. Most of the role rests on Selective Attention, Memorization and Management of Personnel Resources. Educational background: a master's degree in social sciences. A relevant national certificate on record. Currently working in Seoul.
102	I have spent 6 years working as a Fruit and Vegetable Processing Machine Operator. Colleagues point to Operation and Control, Physical Strength and Reaction Time and Speed as my strengths. A bachelor's degree in engineering.
103	Air Quality Engineer. Entry-level practitioner, under a year in role. Colleagues point to Physics, Installation and Engineering and Technology as my strengths. Holds a bachelor's degree in natural sciences. Based in Busan.
104	A bachelor's degree in natural sciences. I have spent 11 years working as a Barista and Beverage Preparer. Day-to-day work draws on Food Production, Service Orientation and Flexibility and Balance. Also holds a Craftsman certificate.
105	2 years of hands-on work as a Bus Driver. Day-to-day work draws on Control Precision, Transportation, Operation and Control and Visual Acuity. A high school diploma in humanities. Certified with a national professional licence. Located in Gangwon and open to nearby roles.
106	Experienced Meter Reader and Gas Inspector with 6 years of experience. Most of the role rests on Visual Acuity, Operation Monitoring, Auditory Attention and Finger Dexterity. A bachelor's degree in engineering.
107	Working as a Milling and Rice Processing Machine Operator for 4 years. Colleagues point to Production and Processing, Mechanical, Food Production and Equipment Maintenance as my strengths. Holds a high school diploma in engineering. Based in Gyeonggi.
108	7 years of hands-on work as a Credit Analyst. Most of the role rests on Economics and Accounting and Deductive Reasoning. Studied social sciences, a bachelor's degree. Also holds a relevant national certificate. Located in Daegu and open to nearby roles.
109	Working as a Product Designer for 3 years. Core competencies: Fine Arts, Design, Originality and Coordination. Educational background: a doctoral degree in arts and physical education. A professional engineer licence on record. Located in Gyeonggi and open to nearby roles.
110	A doctoral degree in health sciences. Korean Medicine Doctor based in Gyeonggi, under a year in the field. Comfortable with Therapy and Counseling, Social Perceptiveness and Inductive Reasoning. Also holds a national professional licence.
111	Orchestra Conductor. Entry-level practitioner, under a year in role. Most of the role rests on Selective Attention, Auditory Attention and Monitoring. Studied arts and physical education, a doctoral degree. Located in North Chungcheong and open to nearby roles.
112	6 years of hands-on work as a Road and Rail Transport Clerk. Comfortable with Transportation and Clerical. A bachelor's degree in social sciences. Located in Seoul and open to nearby roles.
113	Holds a master's degree in humanities. Working as a Statistics and Data Clerk for 2 years. Strongest areas are Reading Comprehension, Number Facility and Deductive Reasoning. Currently working in Seoul.
114	Working as a Electrical Instrumentation and Control Engineer for 1 year. Core competencies: Quality Control Analysis, Management of Material Resources, Spatial Orientation and Technology Design. A master's degree in engineering. Certified with an Industrial Engineer certificate. Located in Gyeonggi and open to nearby roles.
115	I have spent 2 years working as a Gas and Energy Testing Specialist. Colleagues point to Public Safety and Security and Quality Control Analysis as my strengths. A bachelor's degree in natural sciences. Currently working in Daegu.
116	Studied social sciences, a bachelor's degree. I have spent 25 years working as a Play Therapist. Day-to-day work draws on Customer and Personal Service, Instructing, Reading Comprehension and Coordination. Certified with a relevant national certificate. Currently working in Daegu.
117	Mid-level Kitchen Assistant with 6 years of experience. Comfortable with Physical Strength, Visual Acuity and Auditory Attention. Holds a high school diploma in humanities. Based in Ulsan.
118	I have spent 4 years working as a Childcare Helper. Most of the role rests on Auditory Attention, Flexibility and Balance and Physical Strength. Educational background: a high school diploma in social sciences.
119	7 years of hands-on work as a Registered Nurse. Strongest areas are Reaction Time and Speed and Medicine and Dentistry. Educational background: a bachelor's degree in health sciences. Certified with a national professional licence.
120	Studied health sciences, a bachelor's degree. Mid-level Herbal Medicine Pharmacist with 3 years of experience. Comfortable with Medicine and Dentistry, Biology, Service Orientation and Therapy and Counseling. Also holds a national professional licence. Based in Seoul.
121	Educational background: a bachelor's degree in natural sciences. Data Analyst based in Ulsan, 8 years in the field. Most of the role rests on Speaking, Learning Strategies and Complex Problem Solving.
122	Korean Cuisine Chef. Mid-level practitioner, 4 years in role. Comfortable with Food Production and Management of Material Resources. Studied humanities, an associate degree. Located in Gyeonggi and open to nearby roles.
123	Mid-level Textile and Dye Testing Technician with 5 years of experience. Strongest areas are Deductive Reasoning and Chemistry. Educational background: a bachelor's degree in engineering. Located in Gyeonggi and open to nearby roles.
124	Public Administration Specialist based in South Chungcheong, 2 years in the field. Colleagues point to Writing, Social Perceptiveness and Systems Analysis and Evaluation as my strengths. Studied social sciences, a doctoral degree.
125	Prosthetics and Orthotics Technician based in Seoul, 5 years in the field. Core competencies: Equipment Maintenance and Medicine and Dentistry. Holds an associate degree in health sciences. An industrial engineer certificate on record.
126	Orchestra Conductor. Mid-level practitioner, 5 years in role. Day-to-day work draws on Education and Training and Monitoring. A bachelor's degree in arts and physical education. Currently working in Seoul.
127	Holds a bachelor's degree in social sciences. 4 years of hands-on work as a Network and Cloud Administrator. Day-to-day work draws on Programming and Technology Analysis. Also holds an Industrial Engineer certificate. Located in North Jeolla and open to nearby roles.
128	Experienced Flight Attendant with 10 years of experience. Core competencies: Transportation, Social Perceptiveness, Troubleshooting and Service Orientation. Educational background: an associate degree in social sciences. Based in Gyeonggi.
129	Studied humanities, a bachelor's degree. Wedding Planner based in Busan, 2 years in the field. Core competencies: Originality, Speaking, Service Orientation and Time Management.
130	Bus Driver based in Gyeonggi, 2 years in the field. Comfortable with Transportation and Reaction Time and Speed. Studied engineering, a high school diploma. Certified with a national professional licence.
131	Working as a Meter Reader and Gas Inspector for under a year. Most of the role rests on Equipment Maintenance, Troubleshooting, Visual Acuity and Auditory Attention. Holds an associate degree in humanities.
132	3 years of hands-on work as a Real Estate Consultant and Broker. Core competencies: Social Perceptiveness, Speaking and Administration and Management. Educational background: an associate degree in engineering. A national professional licence on record. Based in Incheon.
133	Mid-level Textile Engineer with 4 years of experience. Most of the role rests on Chemistry, Operation and Control and Technology Analysis. A bachelor's degree in engineering. A professional engineer licence on record.
134	An associate degree in engineering. 8 years of hands-on work as a General Machinery Assembler. Strongest areas are Flexibility and Balance and Systems Analysis and Evaluation. Also holds an Industrial Engineer certificate.
135	I have spent 6 years working as a Sports Instructor and Trainer. Strongest areas are Instructing and Flexibility and Balance. A bachelor's degree in arts and physical education.
136	3 years of hands-on work as a Clinical Psychologist. Strongest areas are Coordination, Speaking, Social Perceptiveness and Active Listening. A bachelor's degree in humanities. Certified with a relevant national certificate. Currently working in Incheon.
137	Studied humanities, a high school diploma. Mid-level Care Worker and Nursing Assistant with 4 years of experience. Colleagues point to Service Orientation and Flexibility and Balance as my strengths.
138	Lawyer based in Seoul, 6 years in the field. Comfortable with Writing, Personnel and Human Resources, Persuasion and Native Language. A master's degree in social sciences. Also holds a national professional licence.
139	Working as a Fashion Designer for 9 years. Most of the role rests on Fine Arts, Selective Attention, Technology Design and Time Management. Studied arts and physical education, a bachelor's degree. Located in Seoul and open to nearby roles.
140	I have spent 4 years working as a Glazier. Comfortable with Flexibility and Balance, Visual Acuity and Installation. Holds a high school diploma in humanities. Also holds an Industrial Engineer certificate. Located in Gyeonggi and open to nearby roles.
141	Holds a high school diploma in engineering. I have spent 4 years working as a Rubber and Plastic Products Assembler. Colleagues point to Flexibility and Balance, Reaction Time and Speed and Control Precision as my strengths. An industrial engineer certificate on record. Currently working in Gyeonggi.
142	I have spent 6 years working as a Shoemaker. Comfortable with Quality Control Analysis, Design, Production and Processing and Visual Acuity. A high school diploma in engineering. Currently working in Seoul.
143	6 years of hands-on work as a Product Designer. Colleagues point to Persuasion, Production and Processing and Spatial Orientation as my strengths. Studied arts and physical education, a bachelor's degree.
144	6 years of hands-on work as a Sound and Recording Engineer. Strongest areas are Fine Arts, Operation and Control and Equipment Maintenance. A bachelor's degree in arts and physical education. An industrial engineer certificate on record.
145	Metalworking Machine Operator based in Gyeonggi, under a year in the field. Most of the role rests on Operation and Control, Production and Processing and Reaction Time and Speed. Educational background: a high school diploma in engineering.
146	Renewable Energy Testing Technician. Entry-level practitioner, under a year in role. Comfortable with Equipment Maintenance, Control Precision, Equipment Selection and Operation and Control. A bachelor's degree in engineering. Currently working in Gyeonggi.
147	4 years of hands-on work as a Industrial Painting Machine Operator. Core competencies: Physical Strength, Finger Dexterity, Control Precision and Equipment Selection. Educational background: a high school diploma in engineering. Also holds a Professional Engineer licence. Based in Seoul.
148	Holds a bachelor's degree in humanities. Experienced Backup Dancer with 9 years of experience. Most of the role rests on Flexibility and Balance and Spatial Orientation.
149	A bachelor's degree in social sciences. Working as a Marine and Air Transport Clerk for 8 years. Core competencies: Transportation, Time Management, Monitoring and Programming. Certified with a national professional licence. Based in Incheon.
150	Working as a Certified Public Accountant for 2 years. Day-to-day work draws on Economics and Accounting, Judgment and Decision Making and Number Facility. Holds a bachelor's degree in humanities. Also holds a national professional licence. Based in Seoul.
151	I have spent 4 years working as a Cement and Mineral Products Machine Operator. Day-to-day work draws on Operation Monitoring and Technology Analysis. Educational background: an associate degree in social sciences. Based in Gyeonggi.
152	I have spent 8 years working as a Certified Public Accountant. Comfortable with Category Flexibility, Deductive Reasoning and Monitoring. Educational background: a bachelor's degree in social sciences. A national professional licence on record. Currently working in South Chungcheong.
153	An associate degree in engineering. Working as a Electrical Safety Engineer for 6 years. Most of the role rests on Operation Monitoring and Technology Analysis. Currently working in South Chungcheong.
154	Working as a Special Education Teacher for 1 year. Strongest areas are Learning Strategies and Coordination. A bachelor's degree in education. Certified with a national professional licence.
155	Holds a master's degree in arts and physical education. Working as a Telecommunications Equipment Engineer for 5 years. Most of the role rests on Technology Design and Installation. An accredited professional certification on record. Currently working in South Chungcheong.
156	Educational background: a master's degree in engineering. Renewable Energy Testing Technician. Mid-level practitioner, 4 years in role. Colleagues point to Operation Monitoring and Equipment Maintenance as my strengths.
157	Plasterer based in Gyeonggi, 3 years in the field. Most of the role rests on Finger Dexterity, Building and Construction, Physical Strength and Flexibility and Balance. Holds a high school diploma in humanities.
158	2 years of hands-on work as a Legal and Public Safety Manager. Most of the role rests on Deductive Reasoning, Memorization and Social Perceptiveness. Holds a bachelor's degree in social sciences. Also holds a relevant national certificate. Based in Seoul.
159	Welder. Mid-level practitioner, 4 years in role. Core competencies: Operation and Control and Visual Acuity. Educational background: a high school diploma in humanities. Certified with a Professional Engineer licence. Currently working in Seoul.
160	An associate degree in engineering. Working as a Industrial Electrician for 2 years. Day-to-day work draws on Troubleshooting and Installation. Also holds an Engineer-grade national certificate.
161	I have spent 1 year working as a Social Worker. Strongest areas are Persuasion and Psychology. Educational background: a bachelor's degree in social sciences. Currently working in Gwangju.
162	Educational background: a bachelor's degree in social sciences. I have spent 4 years working as a Bank Teller. Strongest areas are Active Listening, Speaking and Social Perceptiveness. A craftsman certificate on record. Currently working in North Chungcheong.
163	Restaurant Server. Mid-level practitioner, 5 years in role. Most of the role rests on Memorization, English Language, Coordination and Flexibility and Balance. Educational background: a high school diploma in engineering. Currently working in Sejong.
164	Early-career Road and Rail Transport Clerk with 2 years of experience. Colleagues point to Clerical, Transportation, Communications and Media and Telecommunications as my strengths. Holds a bachelor's degree in social sciences. Located in North Jeolla and open to nearby roles.
